name,account_number,account_name,parent_account,root_type,report_type,account_type,is_group,disabled,company,account_currency,old_parent,creation,modified
1 - 資產 - O,1,資產,,Asset,Balance Sheet,,1,0,OO,TWD,,2026-06-10 17:20:17.289553,2026-06-10 17:20:17.289553
Temporary Accounts - O,,Temporary Accounts,1 - 資產 - O,Asset,Balance Sheet,Temporary,1,0,OO,TWD,1 - 資產 - O,2026-06-10 17:20:17.297937,2026-06-14 18:01:01.168218
Temporary Opening - O,,Temporary Opening,Temporary Accounts - O,Asset,Balance Sheet,Temporary,0,0,OO,TWD,Temporary Accounts - O,2026-06-10 17:20:17.308094,2026-06-14 18:01:01.299833
18 - 其他資產 - O,18,其他資產,1 - 資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,1 - 資產 - O,2026-06-10 17:20:17.318352,2026-06-14 18:01:01.416407
185 - 出租資產 - O,185,出租資產,18 - 其他資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,18 - 其他資產 - O,2026-06-10 17:20:17.326803,2026-06-14 18:01:01.477840
1851 - 出租資產 - O,1851,出租資產,185 - 出租資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,185 - 出租資產 - O,2026-06-10 17:20:17.338552,2026-06-14 18:01:01.524859
1858 - 出租資產 —重估增值 - O,1858,出租資產 —重估增值,185 - 出租資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,185 - 出租資產 - O,2026-06-10 17:20:17.350179,2026-06-14 18:01:01.579681
1859 - 累積折舊 —出租資產 - O,1859,累積折舊 —出租資產,185 - 出租資產 - O,Asset,Balance Sheet,Accumulated Depreciation,0,0,OO,TWD,185 - 出租資產 - O,2026-06-10 17:20:17.359271,2026-06-14 18:01:01.637312
186 - 存出保證金 - O,186,存出保證金,18 - 其他資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,18 - 其他資產 - O,2026-06-10 17:20:17.368062,2026-06-14 18:01:01.683433
1861 - 存出保證金 - O,1861,存出保證金,186 - 存出保證金 - O,Asset,Balance Sheet,,0,0,OO,TWD,186 - 存出保證金 - O,2026-06-10 17:20:17.376482,2026-06-14 18:01:01.733159
181 - 遞延資產 - O,181,遞延資產,18 - 其他資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,18 - 其他資產 - O,2026-06-10 17:20:17.388302,2026-06-14 18:01:01.804670
1811 - 債券發行成本 - O,1811,債券發行成本,181 - 遞延資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,181 - 遞延資產 - O,2026-06-10 17:20:17.397081,2026-06-14 18:01:01.895391
1818 - 其他遞延資產 - O,1818,其他遞延資產,181 - 遞延資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,181 - 遞延資產 - O,2026-06-10 17:20:17.408840,2026-06-14 18:01:02.018275
1814 - 遞延所得稅資產 - O,1814,遞延所得稅資產,181 - 遞延資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,181 - 遞延資產 - O,2026-06-10 17:20:17.417417,2026-06-14 18:01:02.154715
1813 - 長期預付保險費 - O,1813,長期預付保險費,181 - 遞延資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,181 - 遞延資產 - O,2026-06-10 17:20:17.426342,2026-06-14 18:01:02.289370
1812 - 長期預付租金 - O,1812,長期預付租金,181 - 遞延資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,181 - 遞延資產 - O,2026-06-10 17:20:17.434765,2026-06-14 18:01:02.425097
1815 - 預付退休金 - O,1815,預付退休金,181 - 遞延資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,181 - 遞延資產 - O,2026-06-10 17:20:17.443552,2026-06-14 18:01:02.537126
184 - 長期應收票據及款項與催收帳款 - O,184,長期應收票據及款項與催收帳款,18 - 其他資產 - O,Asset,Balance Sheet,Receivable,1,0,OO,TWD,18 - 其他資產 - O,2026-06-10 17:20:17.451956,2026-06-14 18:01:02.602867
1849 - 備抵呆帳—長期應收票據及款項與催收帳款 - O,1849,備抵呆帳—長期應收票據及款項與催收帳款,184 - 長期應收票據及款項與催收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,184 - 長期應收票據及款項與催收帳款 - O,2026-06-10 17:20:17.460777,2026-06-14 18:01:02.659479
1843 - 催收帳款 - O,1843,催收帳款,184 - 長期應收票據及款項與催收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,184 - 長期應收票據及款項與催收帳款 - O,2026-06-10 17:20:17.472598,2026-06-14 18:01:02.709284
1848 - 其他長期應收款項 - O,1848,其他長期應收款項,184 - 長期應收票據及款項與催收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,184 - 長期應收票據及款項與催收帳款 - O,2026-06-10 17:20:17.481452,2026-06-14 18:01:02.773551
1842 - 長期應收帳款 - O,1842,長期應收帳款,184 - 長期應收票據及款項與催收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,184 - 長期應收票據及款項與催收帳款 - O,2026-06-10 17:20:17.489804,2026-06-14 18:01:02.853617
1841 - 長期應收票據 - O,1841,長期應收票據,184 - 長期應收票據及款項與催收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,184 - 長期應收票據及款項與催收帳款 - O,2026-06-10 17:20:17.498472,2026-06-14 18:01:02.966672
182 - 閒置資產 - O,182,閒置資產,18 - 其他資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,18 - 其他資產 - O,2026-06-10 17:20:17.508549,2026-06-14 18:01:03.102631
1821 - 閒置資產 - O,1821,閒置資產,182 - 閒置資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,182 - 閒置資產 - O,2026-06-10 17:20:17.517564,2026-06-14 18:01:03.237281
188 - 雜項資產 - O,188,雜項資產,18 - 其他資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,18 - 其他資產 - O,2026-06-10 17:20:17.529808,2026-06-14 18:01:03.368082
1881 - 受限制存款 - O,1881,受限制存款,188 - 雜項資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,188 - 雜項資產 - O,2026-06-10 17:20:17.538784,2026-06-14 18:01:03.507926
1888 - 雜項資產 —其他 - O,1888,雜項資產 —其他,188 - 雜項資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,188 - 雜項資產 - O,2026-06-10 17:20:17.550815,2026-06-14 18:01:03.636762
14~15 - 固定資產 - O,14~15,固定資產,1 - 資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,1 - 資產 - O,2026-06-10 17:20:17.559481,2026-06-14 18:01:03.710425
141 - 土地 - O,141,土地,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.568694,2026-06-14 18:01:03.772403
1411 - 土地 - O,1411,土地,141 - 土地 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,141 - 土地 - O,2026-06-10 17:20:17.582451,2026-06-14 18:01:03.816323
142 - 土地改良物 - O,142,土地改良物,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.595947,2026-06-14 18:01:03.862242
1421 - 土地改良物 - O,1421,土地改良物,142 - 土地改良物 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,142 - 土地改良物 - O,2026-06-10 17:20:17.606208,2026-06-14 18:01:03.923052
143 - 房屋及建物 - O,143,房屋及建物,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.619338,2026-06-14 18:01:04.003093
1431 - 房屋及建物 - O,1431,房屋及建物,143 - 房屋及建物 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,143 - 房屋及建物 - O,2026-06-10 17:20:17.627991,2026-06-14 18:01:04.110346
156 - 未完工程及預付購置設備款 - O,156,未完工程及預付購置設備款,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.639889,2026-06-14 18:01:04.244131
1561 - 未完工程 - O,1561,未完工程,156 - 未完工程及預付購置設備款 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,156 - 未完工程及預付購置設備款 - O,2026-06-10 17:20:17.648565,2026-06-14 18:01:04.390645
144~146 - 機(器)具及設備 - O,144~146,機(器)具及設備,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.661630,2026-06-14 18:01:04.518128
1441 - 機(器)具 - O,1441,機(器)具,144~146 - 機(器)具及設備 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,144~146 - 機(器)具及設備 - O,2026-06-10 17:20:17.670462,2026-06-14 18:01:04.615379
152 - 租賃權益改良 - O,152,租賃權益改良,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.682446,2026-06-14 18:01:04.672746
1521 - 租賃權益改良 - O,1521,租賃權益改良,152 - 租賃權益改良 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,152 - 租賃權益改良 - O,2026-06-10 17:20:17.691213,2026-06-14 18:01:04.721768
151 - 租賃資產 - O,151,租賃資產,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.702989,2026-06-14 18:01:04.775403
1511 - 租賃資產 - O,1511,租賃資產,151 - 租賃資產 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,151 - 租賃資產 - O,2026-06-10 17:20:17.711763,2026-06-14 18:01:04.820631
158 - 雜項固定資產 - O,158,雜項固定資產,14~15 - 固定資產 - O,Asset,Balance Sheet,Fixed Asset,1,0,OO,TWD,14~15 - 固定資產 - O,2026-06-10 17:20:17.723586,2026-06-14 18:01:04.866282
1581 - 雜項固定資產 - O,1581,雜項固定資產,158 - 雜項固定資產 - O,Asset,Balance Sheet,Fixed Asset,0,0,OO,TWD,158 - 雜項固定資產 - O,2026-06-10 17:20:17.732337,2026-06-14 18:01:04.917719
13 - 基金及長期投資 - O,13,基金及長期投資,1 - 資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,1 - 資產 - O,2026-06-10 17:20:17.744168,2026-06-14 18:01:04.989149
131 - 基金 - O,131,基金,13 - 基金及長期投資 - O,Asset,Balance Sheet,,1,0,OO,TWD,13 - 基金及長期投資 - O,2026-06-10 17:20:17.753098,2026-06-14 18:01:05.083823
1311 - 償債基金 - O,1311,償債基金,131 - 基金 - O,Asset,Balance Sheet,,0,0,OO,TWD,131 - 基金 - O,2026-06-10 17:20:17.765497,2026-06-14 18:01:05.205642
1318 - 其他基金 - O,1318,其他基金,131 - 基金 - O,Asset,Balance Sheet,,0,0,OO,TWD,131 - 基金 - O,2026-06-10 17:20:17.777678,2026-06-14 18:01:05.341212
1313 - 意外損失準備基金 - O,1313,意外損失準備基金,131 - 基金 - O,Asset,Balance Sheet,,0,0,OO,TWD,131 - 基金 - O,2026-06-10 17:20:17.786550,2026-06-14 18:01:05.477945
1314 - 退休基金 - O,1314,退休基金,131 - 基金 - O,Asset,Balance Sheet,,0,0,OO,TWD,131 - 基金 - O,2026-06-10 17:20:17.795755,2026-06-14 18:01:05.585269
132 - 長期投資 - O,132,長期投資,13 - 基金及長期投資 - O,Asset,Balance Sheet,,1,0,OO,TWD,13 - 基金及長期投資 - O,2026-06-10 17:20:17.804595,2026-06-14 18:01:05.635930
1328 - 其他長期投資 - O,1328,其他長期投資,132 - 長期投資 - O,Asset,Balance Sheet,,0,0,OO,TWD,132 - 長期投資 - O,2026-06-10 17:20:17.813514,2026-06-14 18:01:05.683423
1323 - 長期不動產投資 - O,1323,長期不動產投資,132 - 長期投資 - O,Asset,Balance Sheet,,0,0,OO,TWD,132 - 長期投資 - O,2026-06-10 17:20:17.825850,2026-06-14 18:01:05.729720
1322 - 長期債券投資 - O,1322,長期債券投資,132 - 長期投資 - O,Asset,Balance Sheet,,0,0,OO,TWD,132 - 長期投資 - O,2026-06-10 17:20:17.834788,2026-06-14 18:01:05.794702
1321 - 長期股權投資 - O,1321,長期股權投資,132 - 長期投資 - O,Asset,Balance Sheet,,0,0,OO,TWD,132 - 長期投資 - O,2026-06-10 17:20:17.843709,2026-06-14 18:01:05.869267
11~12 - 流動資產 - O,11~12,流動資產,1 - 資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,1 - 資產 - O,2026-06-10 17:20:17.852336,2026-06-14 18:01:05.915625
118 - 其他應收款 - O,118,其他應收款,11~12 - 流動資產 - O,Asset,Balance Sheet,Receivable,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:17.860838,2026-06-14 18:01:05.972265
1189 - 備抵呆帳 — 其他應收款 - O,1189,備抵呆帳 — 其他應收款 ,118 - 其他應收款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,118 - 其他應收款 - O,2026-06-10 17:20:17.874949,2026-06-14 18:01:06.033660
1184 - 應收收益 - O,1184,應收收益,118 - 其他應收款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,118 - 其他應收款 - O,2026-06-10 17:20:17.886583,2026-06-14 18:01:06.118529
1185 - 應收退稅款 - O,1185,應收退稅款,118 - 其他應收款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,118 - 其他應收款 - O,2026-06-10 17:20:17.895475,2026-06-14 18:01:06.241599
128~129 - 其他流動資產 - O,128~129,其他流動資產,11~12 - 流動資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:17.905405,2026-06-14 18:01:06.377060
1284 - 代付款 - O,1284,代付款,128~129 - 其他流動資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,128~129 - 其他流動資產 - O,2026-06-10 17:20:17.915548,2026-06-14 18:01:06.517763
1285 - 員工借支 - O,1285,員工借支,128~129 - 其他流動資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,128~129 - 其他流動資產 - O,2026-06-10 17:20:17.928383,2026-06-14 18:01:06.633816
1283 - 暫付款 - O,1283,暫付款,128~129 - 其他流動資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,128~129 - 其他流動資產 - O,2026-06-10 17:20:17.937007,2026-06-14 18:01:06.694746
1282 - 留抵稅額 - O,1282,留抵稅額,128~129 - 其他流動資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,128~129 - 其他流動資產 - O,2026-06-10 17:20:17.945654,2026-06-14 18:01:06.746138
1281 - 進項稅額 - O,1281,進項稅額,128~129 - 其他流動資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,128~129 - 其他流動資產 - O,2026-06-10 17:20:17.954389,2026-06-14 18:01:06.791843
121~122 - 存貨 - O,121~122,存貨,11~12 - 流動資產 - O,Asset,Balance Sheet,Stock,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:17.966375,2026-06-14 18:01:06.842759
1211 - 中古車庫存 - O,1211,中古車庫存,121~122 - 存貨 - O,Asset,Balance Sheet,Stock,0,0,OO,TWD,121~122 - 存貨 - O,2026-06-11 21:56:39.756527,2026-06-14 18:01:10.919239
1229 - 備抵存貨跌價損失 - O,1229,備抵存貨跌價損失,121~122 - 存貨 - O,Asset,Balance Sheet,,0,0,OO,TWD,121~122 - 存貨 - O,2026-06-10 17:20:17.974068,2026-06-14 18:01:06.906077
114 - 應收帳款 - O,114,應收帳款,11~12 - 流動資產 - O,Asset,Balance Sheet,Receivable,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:17.984338,2026-06-14 18:01:06.980355
1149 - 備抵呆帳 －應收帳款 - O,1149,備抵呆帳 －應收帳款 ,114 - 應收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,114 - 應收帳款 - O,2026-06-10 17:20:17.992189,2026-06-14 18:01:07.046406
1142 - 應收分期帳款 - O,1142,應收分期帳款 ,114 - 應收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,114 - 應收帳款 - O,2026-06-10 17:20:18.004129,2026-06-14 18:01:07.102899
1141 - 應收帳款 - O,1141,應收帳款 ,114 - 應收帳款 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,114 - 應收帳款 - O,2026-06-10 17:20:18.013255,2026-06-14 18:01:07.150731
113 - 應收票據 - O,113,應收票據,11~12 - 流動資產 - O,Asset,Balance Sheet,Receivable,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:18.022502,2026-06-14 18:01:07.203777
1139 - 備抵呆帳 －應收票據 - O,1139,備抵呆帳 －應收票據 ,113 - 應收票據 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,113 - 應收票據 - O,2026-06-10 17:20:18.031269,2026-06-14 18:01:07.276784
1138 - 其他應收票據 - O,1138,其他應收票據 ,113 - 應收票據 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,113 - 應收票據 - O,2026-06-10 17:20:18.042207,2026-06-14 18:01:07.373390
1131 - 應收票據 - O,1131,應收票據,113 - 應收票據 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,113 - 應收票據 - O,2026-06-10 17:20:18.050182,2026-06-14 18:01:07.500549
1132 - 應收票據貼現 - O,1132,應收票據貼現 ,113 - 應收票據 - O,Asset,Balance Sheet,Receivable,0,0,OO,TWD,113 - 應收票據 - O,2026-06-10 17:20:18.058140,2026-06-14 18:01:07.626436
111 - 現金及約當現金 - O,111,現金及約當現金,11~12 - 流動資產 - O,Asset,Balance Sheet,Cash,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:18.066335,2026-06-14 18:01:07.703750
1118 - 其他現金及約當現金 - O,1118,其他現金及約當現金,111 - 現金及約當現金 - O,Asset,Balance Sheet,Cash,0,0,OO,TWD,111 - 現金及約當現金 - O,2026-06-10 17:20:18.074172,2026-06-14 18:01:07.754882
1116 - 在途現金 - O,1116,在途現金,111 - 現金及約當現金 - O,Asset,Balance Sheet,Cash,0,0,OO,TWD,111 - 現金及約當現金 - O,2026-06-10 17:20:18.086101,2026-06-14 18:01:07.807618
1111 - 庫存現金 - O,1111,庫存現金,111 - 現金及約當現金 - O,Asset,Balance Sheet,Cash,0,0,OO,TWD,111 - 現金及約當現金 - O,2026-06-10 17:20:18.095187,2026-06-14 18:01:07.879279
1117 - 約當現金 - O,1117,約當現金,111 - 現金及約當現金 - O,Asset,Balance Sheet,Cash,0,0,OO,TWD,111 - 現金及約當現金 - O,2026-06-10 17:20:18.103870,2026-06-14 18:01:07.974784
1113 - 銀行存款 - O,1113,銀行存款,111 - 現金及約當現金 - O,Asset,Balance Sheet,Bank,1,0,OO,TWD,111 - 現金及約當現金 - O,2026-06-10 17:20:18.112182,2026-06-14 18:01:08.096639
中國信託 - O,,中國信託,1113 - 銀行存款 - O,Asset,Balance Sheet,Bank,0,0,OO,TWD,1113 - 銀行存款 - O,2026-06-10 17:20:18.120346,2026-06-14 18:01:08.145475
台北富邦 - O,,台北富邦,1113 - 銀行存款 - O,Asset,Balance Sheet,Bank,0,0,OO,TWD,1113 - 銀行存款 - O,2026-06-10 17:20:18.129771,2026-06-14 18:01:08.200812
1112 - 零用金/週轉金 - O,1112,零用金/週轉金,111 - 現金及約當現金 - O,Asset,Balance Sheet,Cash,0,0,OO,TWD,111 - 現金及約當現金 - O,2026-06-10 17:20:18.136292,2026-06-14 18:01:08.247334
112 - 短期投資 - O,112,短期投資,11~12 - 流動資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:18.144278,2026-06-14 18:01:08.313596
1121 - 短期投資 —股票 - O,1121,短期投資 —股票,112 - 短期投資 - O,Asset,Balance Sheet,,0,0,OO,TWD,112 - 短期投資 - O,2026-06-10 17:20:18.152185,2026-06-14 18:01:08.411404
126 - 預付款項 - O,126,預付款項,11~12 - 流動資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:18.162941,2026-06-14 18:01:08.538295
1268 - 其他預付款項 - O,1268,其他預付款項,126 - 預付款項 - O,Asset,Balance Sheet,,0,0,OO,TWD,126 - 預付款項 - O,2026-06-10 17:20:18.171488,2026-06-14 18:01:08.646573
1261 - 預付貨款 - O,1261,預付貨款,126 - 預付款項 - O,Asset,Balance Sheet,,0,0,OO,TWD,126 - 預付款項 - O,2026-06-10 17:20:18.182334,2026-06-14 18:01:08.714535
125 - 預付費用 - O,125,預付費用,11~12 - 流動資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,11~12 - 流動資產 - O,2026-06-10 17:20:18.190364,2026-06-14 18:01:08.764833
1258 - 其他預付費用 - O,1258,其他預付費用,125 - 預付費用 - O,Asset,Balance Sheet,,0,0,OO,TWD,125 - 預付費用 - O,2026-06-10 17:20:18.198510,2026-06-14 18:01:08.843314
1254 - 用品盤存 - O,1254,用品盤存,125 - 預付費用 - O,Asset,Balance Sheet,,0,0,OO,TWD,125 - 預付費用 - O,2026-06-10 17:20:18.210532,2026-06-14 18:01:08.948643
1253 - 預付保險費 - O,1253,預付保險費,125 - 預付費用 - O,Asset,Balance Sheet,,0,0,OO,TWD,125 - 預付費用 - O,2026-06-10 17:20:18.219618,2026-06-14 18:01:09.085887
1255 - 預付所得稅 - O,1255,預付所得稅,125 - 預付費用 - O,Asset,Balance Sheet,,0,0,OO,TWD,125 - 預付費用 - O,2026-06-10 17:20:18.228643,2026-06-14 18:01:09.213279
1252 - 預付租金 - O,1252,預付租金,125 - 預付費用 - O,Asset,Balance Sheet,,0,0,OO,TWD,125 - 預付費用 - O,2026-06-10 17:20:18.237755,2026-06-14 18:01:09.274293
1251 - 預付薪資 - O,1251,預付薪資,125 - 預付費用 - O,Asset,Balance Sheet,,0,0,OO,TWD,125 - 預付費用 - O,2026-06-10 17:20:18.250305,2026-06-14 18:01:09.329488
17 - 無形資產 - O,17,無形資產,1 - 資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,1 - 資產 - O,2026-06-10 17:20:18.259184,2026-06-14 18:01:09.385502
178 - 其他無形資產 - O,178,其他無形資產,17 - 無形資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,17 - 無形資產 - O,2026-06-10 17:20:18.267844,2026-06-14 18:01:09.454167
1781 - 遞延退休金成本 - O,1781,遞延退休金成本,178 - 其他無形資產 - O,Asset,Balance Sheet,,0,0,OO,TWD,178 - 其他無形資產 - O,2026-06-10 17:20:18.279998,2026-06-14 18:01:09.530085
171 - 商標權 - O,171,商標權,17 - 無形資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,17 - 無形資產 - O,2026-06-10 17:20:18.292047,2026-06-14 18:01:09.599357
1711 - 商標權 - O,1711,商標權,171 - 商標權 - O,Asset,Balance Sheet,,0,0,OO,TWD,171 - 商標權 - O,2026-06-10 17:20:18.301090,2026-06-14 18:01:09.646095
176 - 商譽 - O,176,商譽,17 - 無形資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,17 - 無形資產 - O,2026-06-10 17:20:18.312832,2026-06-14 18:01:09.692752
1761 - 商譽 - O,1761,商譽,176 - 商譽 - O,Asset,Balance Sheet,,0,0,OO,TWD,176 - 商譽 - O,2026-06-10 17:20:18.323262,2026-06-14 18:01:09.741001
172 - 專利權 - O,172,專利權,17 - 無形資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,17 - 無形資產 - O,2026-06-10 17:20:18.333675,2026-06-14 18:01:09.810774
1721 - 專利權 - O,1721,專利權,172 - 專利權 - O,Asset,Balance Sheet,,0,0,OO,TWD,172 - 專利權 - O,2026-06-10 17:20:18.341430,2026-06-14 18:01:09.902983
177 - 開辦費 - O,177,開辦費,17 - 無形資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,17 - 無形資產 - O,2026-06-10 17:20:18.353284,2026-06-14 18:01:10.022634
1771 - 開辦費 - O,1771,開辦費,177 - 開辦費 - O,Asset,Balance Sheet,,0,0,OO,TWD,177 - 開辦費 - O,2026-06-10 17:20:18.364362,2026-06-14 18:01:10.158195
16 - 遞耗資產 - O,16,遞耗資產,1 - 資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,1 - 資產 - O,2026-06-10 17:20:18.375121,2026-06-14 18:01:10.294609
161 - 遞耗資產 - O,161,遞耗資產,16 - 遞耗資產 - O,Asset,Balance Sheet,,1,0,OO,TWD,16 - 遞耗資產 - O,2026-06-10 17:20:18.382858,2026-06-14 18:01:10.377010
2 - 負債 - O,2,負債,,Liability,Balance Sheet,,1,0,OO,TWD,,2026-06-10 17:20:16.672044,2026-06-10 17:20:16.672044
Stock Received But Not Billed - O,,Stock Received But Not Billed,2 - 負債 - O,Liability,Balance Sheet,Stock Received But Not Billed,0,0,OO,TWD,2 - 負債 - O,2026-06-10 17:20:16.680577,2026-06-14 18:00:56.038314
28 - 其他負債 - O,28,其他負債,2 - 負債 - O,Liability,Balance Sheet,,1,0,OO,TWD,2 - 負債 - O,2026-06-10 17:20:16.690995,2026-06-14 18:00:56.089403
286 - 存入保證金 - O,286,存入保證金,28 - 其他負債 - O,Liability,Balance Sheet,,1,0,OO,TWD,28 - 其他負債 - O,2026-06-10 17:20:16.699740,2026-06-14 18:00:56.153898
2861 - 存入保證金 - O,2861,存入保證金,286 - 存入保證金 - O,Liability,Balance Sheet,,0,0,OO,TWD,286 - 存入保證金 - O,2026-06-10 17:20:16.711583,2026-06-14 18:00:56.241099
281 - 遞延負債 - O,281,遞延負債,28 - 其他負債 - O,Liability,Balance Sheet,,1,0,OO,TWD,28 - 其他負債 - O,2026-06-10 17:20:16.723706,2026-06-14 18:00:56.360346
2818 - 其他遞延負債 - O,2818,其他遞延負債,281 - 遞延負債 - O,Liability,Balance Sheet,,0,0,OO,TWD,281 - 遞延負債 - O,2026-06-10 17:20:16.732477,2026-06-14 18:00:56.497971
2814 - 遞延所得稅負債 - O,2814,遞延所得稅負債,281 - 遞延負債 - O,Liability,Balance Sheet,,0,0,OO,TWD,281 - 遞延負債 - O,2026-06-10 17:20:16.744602,2026-06-14 18:00:56.628886
2811 - 遞延收入 - O,2811,遞延收入,281 - 遞延負債 - O,Liability,Balance Sheet,,0,0,OO,TWD,281 - 遞延負債 - O,2026-06-10 17:20:16.753609,2026-06-14 18:00:56.682084
288 - 雜項負債 - O,288,雜項負債,28 - 其他負債 - O,Liability,Balance Sheet,,1,0,OO,TWD,28 - 其他負債 - O,2026-06-10 17:20:16.762174,2026-06-14 18:00:56.744339
2888 - 雜項負債 —其他 - O,2888,雜項負債 —其他,288 - 雜項負債 - O,Liability,Balance Sheet,,0,0,OO,TWD,288 - 雜項負債 - O,2026-06-10 17:20:16.770739,2026-06-14 18:00:56.820098
21~22 - 流動負債 - O,21~22,流動負債,2 - 負債 - O,Liability,Balance Sheet,,1,0,OO,TWD,2 - 負債 - O,2026-06-10 17:20:16.781778,2026-06-14 18:00:56.925287
227 - 一年或一營業週期內到期長期負債 - O,227,一年或一營業週期內到期長期負債,21~22 - 流動負債 - O,Liability,Balance Sheet,,1,0,OO,TWD,21~22 - 流動負債 - O,2026-06-10 17:20:16.789529,2026-06-14 18:00:56.999490
218~219 - 其他應付款 - O,218~219,其他應付款,21~22 - 流動負債 - O,Liability,Balance Sheet,,1,0,OO,TWD,21~22 - 流動負債 - O,2026-06-10 17:20:16.800517,2026-06-14 18:00:57.041908
2184 - 應付土地房屋款 - O,2184,應付土地房屋款,218~219 - 其他應付款 - O,Liability,Balance Sheet,,0,0,OO,TWD,218~219 - 其他應付款 - O,2026-06-10 17:20:16.809163,2026-06-14 18:00:57.091719
