name,account_number,account_name,parent_account,root_type,report_type,account_type,is_group,disabled,company,account_currency,old_parent,creation,modified
5153 - 文具用品 - O,5153,文具用品,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.646371,2026-06-14 18:00:48.104978
5154 - 旅費 - O,5154,旅費,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.655089,2026-06-14 18:00:48.149723
5161 - 水電瓦斯費 - O,5161,水電瓦斯費,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.664441,2026-06-14 18:00:48.197840
5152 - 租金支出 - O,5152,租金支出,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.672754,2026-06-14 18:00:48.241989
5166 - 稅捐 - O,5166,稅捐,515~518 - 製造費用 - O,Expense,Profit and Loss,Tax,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.680944,2026-06-14 18:00:48.297568
5173 - 職工福利 - O,5173,職工福利,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.689878,2026-06-14 18:00:48.361286
5176 - 訓練費 - O,5176,訓練費,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.698162,2026-06-14 18:00:48.440953
5155 - 運費 - O,5155,運費,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.706413,2026-06-14 18:00:48.535115
5156 - 郵電費 - O,5156,郵電費,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.714997,2026-06-14 18:00:48.643735
5151 - 間接人工 - O,5151,間接人工,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.723378,2026-06-14 18:00:48.710598
5177 - 間接材料 - O,5177,間接材料,515~518 - 製造費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,515~518 - 製造費用 - O,2026-06-10 17:20:15.731600,2026-06-14 18:00:48.807815
513 - 進料 - O,513,進料,51 - 銷貨成本 - O,Expense,Profit and Loss,,1,0,OO,TWD,51 - 銷貨成本 - O,2026-06-10 17:20:15.740068,2026-06-14 18:00:48.918191
5131 - 進料 - O,5131,進料,513 - 進料 - O,Expense,Profit and Loss,,0,0,OO,TWD,513 - 進料 - O,2026-06-10 17:20:15.748610,2026-06-14 18:00:49.037485
5134 - 進料折讓 - O,5134,進料折讓,513 - 進料 - O,Expense,Profit and Loss,,0,0,OO,TWD,513 - 進料 - O,2026-06-10 17:20:15.761213,2026-06-14 18:00:49.157094
5132 - 進料費用 - O,5132,進料費用,513 - 進料 - O,Expense,Profit and Loss,,0,0,OO,TWD,513 - 進料 - O,2026-06-10 17:20:15.769618,2026-06-14 18:00:49.227929
5133 - 進料退出 - O,5133,進料退出,513 - 進料 - O,Expense,Profit and Loss,,0,0,OO,TWD,513 - 進料 - O,2026-06-10 17:20:15.778027,2026-06-14 18:00:49.272030
512 - 進貨 - O,512,進貨,51 - 銷貨成本 - O,Expense,Profit and Loss,,1,0,OO,TWD,51 - 銷貨成本 - O,2026-06-10 17:20:15.786650,2026-06-14 18:00:49.325894
5121 - 進貨 - O,5121,進貨,512 - 進貨 - O,Expense,Profit and Loss,,0,0,OO,TWD,512 - 進貨 - O,2026-06-10 17:20:15.795041,2026-06-14 18:00:49.375163
5124 - 進貨折讓 - O,5124,進貨折讓,512 - 進貨 - O,Expense,Profit and Loss,,0,0,OO,TWD,512 - 進貨 - O,2026-06-10 17:20:15.806488,2026-06-14 18:00:49.436700
5122 - 進貨費用 - O,5122,進貨費用,512 - 進貨 - O,Expense,Profit and Loss,,0,0,OO,TWD,512 - 進貨 - O,2026-06-10 17:20:15.814963,2026-06-14 18:00:49.497536
5123 - 進貨退出 - O,5123,進貨退出,512 - 進貨 - O,Expense,Profit and Loss,,0,0,OO,TWD,512 - 進貨 - O,2026-06-10 17:20:15.823424,2026-06-14 18:00:49.563296
511 - 銷貨成本 - O,511,銷貨成本,51 - 銷貨成本 - O,Expense,Profit and Loss,Cost of Goods Sold,1,0,OO,TWD,51 - 銷貨成本 - O,2026-06-10 17:20:15.831802,2026-06-14 18:00:49.619504
5112 - 分期付款銷貨成本 - O,5112,分期付款銷貨成本,511 - 銷貨成本 - O,Expense,Profit and Loss,Cost of Goods Sold,0,0,OO,TWD,511 - 銷貨成本 - O,2026-06-10 17:20:15.840159,2026-06-14 18:00:49.683345
5111 - 銷貨成本 - O,5111,銷貨成本,511 - 銷貨成本 - O,Expense,Profit and Loss,Cost of Goods Sold,0,0,OO,TWD,511 - 銷貨成本 - O,2026-06-10 17:20:15.851808,2026-06-14 18:00:49.770388
6 - 營業費用 - O,6,營業費用,,Expense,Profit and Loss,,1,0,OO,TWD,,2026-06-10 17:20:16.039214,2026-06-10 17:20:16.039214
61 - 推銷費用 - O,61,推銷費用,6 - 營業費用 - O,Expense,Profit and Loss,,1,0,OO,TWD,6 - 營業費用 - O,2026-06-10 17:20:16.047533,2026-06-14 18:00:51.425721
615~618 - 推銷費用 - O,615~618,推銷費用,61 - 推銷費用 - O,Expense,Profit and Loss,,1,0,OO,TWD,61 - 推銷費用 - O,2026-06-10 17:20:16.057839,2026-06-14 18:00:51.468315
6164 - 交際費 - O,6164,交際費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.068961,2026-06-14 18:00:51.505897
6172 - 伙食費 - O,6172,伙食費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.080679,2026-06-14 18:00:51.543102
6175 - 佣金支出 - O,6175,佣金支出,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.089280,2026-06-14 18:00:51.581655
6162 - 保險費 - O,6162,保險費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.096794,2026-06-14 18:00:51.624108
6157 - 修繕費 - O,6157,修繕費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.104400,2026-06-14 18:00:51.667323
6188 - 其他推銷費用 - O,6188,其他推銷費用,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.111962,2026-06-14 18:00:51.718560
6169 - 各項耗竭及攤提 - O,6169,各項耗竭及攤提,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.119849,2026-06-14 18:00:51.775810
6167 - 呆帳損失 - O,6167,呆帳損失,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.128087,2026-06-14 18:00:51.836637
6159 - 廣告費 - O,6159,廣告費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.136308,2026-06-14 18:00:51.908987
6168 - 折舊 - O,6168,折舊 ,615~618 - 推銷費用 - O,Expense,Profit and Loss,Depreciation,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.144279,2026-06-14 18:00:51.992817
6165 - 捐贈 - O,6165,捐贈,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.154091,2026-06-14 18:00:52.094559
6153 - 文具用品 - O,6153,文具用品,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.163693,2026-06-14 18:00:52.202458
6154 - 旅費 - O,6154,旅費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.173622,2026-06-14 18:00:52.313941
6161 - 水電瓦斯費 - O,6161,水電瓦斯費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.186185,2026-06-14 18:00:52.422012
6152 - 租金支出 - O,6152,租金支出,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.196208,2026-06-14 18:00:52.528861
6166 - 稅捐 - O,6166,稅捐,615~618 - 推銷費用 - O,Expense,Profit and Loss,Tax,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.205895,2026-06-14 18:00:52.578966
6173 - 職工福利 - O,6173,職工福利,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.215473,2026-06-14 18:00:52.616839
6151 - 薪資支出 - O,6151,薪資支出,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.224774,2026-06-14 18:00:52.656717
6176 - 訓練費 - O,6176,訓練費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.233936,2026-06-14 18:00:52.701833
6155 - 運費 - O,6155,運費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.242985,2026-06-14 18:00:52.753582
6156 - 郵電費 - O,6156,郵電費,615~618 - 推銷費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,615~618 - 推銷費用 - O,2026-06-10 17:20:16.251699,2026-06-14 18:00:52.812471
63 - 研究發展費用 - O,63,研究發展費用,6 - 營業費用 - O,Expense,Profit and Loss,,1,0,OO,TWD,6 - 營業費用 - O,2026-06-10 17:20:16.261292,2026-06-14 18:00:52.880611
635~638 - 研究發展費用 - O,635~638,研究發展費用,63 - 研究發展費用 - O,Expense,Profit and Loss,,1,0,OO,TWD,63 - 研究發展費用 - O,2026-06-10 17:20:16.269825,2026-06-14 18:00:52.959906
6364 - 交際費 - O,6364,交際費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.281315,2026-06-14 18:00:53.051132
6372 - 伙食費 - O,6372,伙食費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.292795,2026-06-14 18:00:53.156961
6362 - 保險費 - O,6362,保險費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.301098,2026-06-14 18:00:53.264595
6357 - 修繕費 - O,6357,修繕費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.309414,2026-06-14 18:00:53.368078
6378 - 其他研究發展費用 - O,6378,其他研究發展費用,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.317994,2026-06-14 18:00:53.484357
6369 - 各項耗竭及攤提 - O,6369,各項耗竭及攤提,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.326439,2026-06-14 18:00:53.595842
6368 - 折舊 - O,6368,折舊,635~638 - 研究發展費用 - O,Expense,Profit and Loss,Depreciation,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.334706,2026-06-14 18:00:53.651709
6353 - 文具用品 - O,6353,文具用品,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.346670,2026-06-14 18:00:53.691919
6354 - 旅費 - O,6354,旅費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.356781,2026-06-14 18:00:53.734253
6361 - 水電瓦斯費 - O,6361,水電瓦斯費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.366159,2026-06-14 18:00:53.774295
6352 - 租金支出 - O,6352,租金支出,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.375746,2026-06-14 18:00:53.818441
6366 - 稅捐 - O,6366,稅捐,635~638 - 研究發展費用 - O,Expense,Profit and Loss,Tax,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.385452,2026-06-14 18:00:53.859089
6373 - 職工福利 - O,6373,職工福利,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.395180,2026-06-14 18:00:53.902203
6351 - 薪資支出 - O,6351,薪資支出,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.404856,2026-06-14 18:00:53.951305
6376 - 訓練費 - O,6376,訓練費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.413965,2026-06-14 18:00:54.004604
6355 - 運費 - O,6355,運費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.423579,2026-06-14 18:00:54.065708
6356 - 郵電費 - O,6356,郵電費,635~638 - 研究發展費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,635~638 - 研究發展費用 - O,2026-06-10 17:20:16.432900,2026-06-14 18:00:54.137970
62 - 管理及總務費用 - O,62,管理及總務費用,6 - 營業費用 - O,Expense,Profit and Loss,,1,0,OO,TWD,6 - 營業費用 - O,2026-06-10 17:20:16.442432,2026-06-14 18:00:54.224545
625~628 - 管理及總務費用 - O,625~628,管理及總務費用,62 - 管理及總務費用 - O,Expense,Profit and Loss,,1,0,OO,TWD,62 - 管理及總務費用 - O,2026-06-10 17:20:16.451936,2026-06-14 18:00:54.330677
6264 - 交際費 - O,6264,交際費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.464612,2026-06-14 18:00:54.456136
6272 - 伙食費 - O,6272,伙食費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.478571,2026-06-14 18:00:54.567078
6275 - 佣金支出 - O,6275,佣金支出,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.487536,2026-06-14 18:00:54.646668
6262 - 保險費 - O,6262,保險費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.496487,2026-06-14 18:00:54.714951
6257 - 修繕費 - O,6257,修繕費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.504609,2026-06-14 18:00:54.769907
6288 - 其他管理及總務費用 - O,6288,其他管理及總務費用,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.512905,2026-06-14 18:00:54.814920
6278 - 勞務費 - O,6278,勞務費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.521184,2026-06-14 18:00:54.852788
6269 - 各項耗竭及攤提 - O,6269,各項耗竭及攤提,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.529467,2026-06-14 18:00:54.889968
6267 - 呆帳損失 - O,6267,呆帳損失,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.537607,2026-06-14 18:00:54.934900
6271 - 外銷損失 - O,6271,外銷損失,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.545785,2026-06-14 18:00:54.984653
6259 - 廣告費 - O,6259,廣告費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.554108,2026-06-14 18:00:55.042092
6268 - 折舊 - O,6268,折舊,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,Depreciation,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.562163,2026-06-14 18:00:55.108339
6265 - 捐贈 - O,6265,捐贈,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.570460,2026-06-14 18:00:55.186799
6253 - 文具用品 - O,6253,文具用品,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.579261,2026-06-14 18:00:55.282268
6254 - 旅費 - O,6254,旅費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.587884,2026-06-14 18:00:55.387699
6261 - 水電瓦斯費 - O,6261,水電瓦斯費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.596426,2026-06-14 18:00:55.501664
6274 - 研究發展費用 - O,6274,研究發展費用,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.605016,2026-06-14 18:00:55.595301
6252 - 租金支出 - O,6252,租金支出,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.613808,2026-06-14 18:00:55.666080
6266 - 稅捐 - O,6266,稅捐,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,Tax,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.622512,2026-06-14 18:00:55.750992
6273 - 職工福利 - O,6273,職工福利,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.631191,2026-06-14 18:00:55.805297
6251 - 薪資支出 - O,6251,薪資支出,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.639836,2026-06-14 18:00:55.865407
6276 - 訓練費 - O,6276,訓練費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.648578,2026-06-14 18:00:55.908515
6255 - 運費 - O,6255,運費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.656903,2026-06-14 18:00:55.952277
6256 - 郵電費 - O,6256,郵電費,625~628 - 管理及總務費用 - O,Expense,Profit and Loss,,0,0,OO,TWD,625~628 - 管理及總務費用 - O,2026-06-10 17:20:16.664409,2026-06-14 18:00:55.987679
7 - 營業外收入及費用 - O,7,營業外收入及費用,,Income,Profit and Loss,,1,0,OO,TWD,,2026-06-10 17:20:15.088402,2026-06-10 17:20:15.088402
71~74 - 營業外收入 - O,71~74,營業外收入,7 - 營業外收入及費用 - O,Income,Profit and Loss,,1,0,OO,TWD,7 - 營業外收入及費用 - O,2026-06-10 17:20:15.095923,2026-06-14 18:00:44.594364
713 - 兌換利益 - O,713,兌換利益,71~74 - 營業外收入 - O,Income,Profit and Loss,,1,0,OO,TWD,71~74 - 營業外收入 - O,2026-06-10 17:20:15.106648,2026-06-14 18:00:44.630685
7131 - 兌換利益 - O,7131,兌換利益,713 - 兌換利益 - O,Income,Profit and Loss,,0,0,OO,TWD,713 - 兌換利益 - O,2026-06-10 17:20:15.117533,2026-06-14 18:00:44.670949
748 - 其他營業外收入 - O,748,其他營業外收入,71~74 - 營業外收入 - O,Income,Profit and Loss,,1,0,OO,TWD,71~74 - 營業外收入 - O,2026-06-10 17:20:15.126981,2026-06-14 18:00:44.715019
7483 - 佣金收入 - O,7483,佣金收入,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.133957,2026-06-14 18:00:44.758187
7488 - 其他營業外收入—其他 - O,7488,其他營業外收入—其他,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.144040,2026-06-14 18:00:44.794906
7484 - 出售下腳及廢料收入 - O,7484,出售下腳及廢料收入,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.152807,2026-06-14 18:00:44.834201
7487 - 壞帳轉回利益 - O,7487,壞帳轉回利益,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.161555,2026-06-14 18:00:44.872978
7485 - 存貨盤盈 - O,7485,存貨盤盈,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.168339,2026-06-14 18:00:44.916491
7486 - 存貨跌價回升利益 - O,7486,存貨跌價回升利益,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.175111,2026-06-14 18:00:44.963044
7481 - 捐贈收入 - O,7481,捐贈收入,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.182134,2026-06-14 18:00:45.010682
7482 - 租金收入 - O,7482,租金收入,748 - 其他營業外收入 - O,Income,Profit and Loss,,0,0,OO,TWD,748 - 其他營業外收入 - O,2026-06-10 17:20:15.188850,2026-06-14 18:00:45.055282
711 - 利息收入 - O,711,利息收入,71~74 - 營業外收入 - O,Income,Profit and Loss,,1,0,OO,TWD,71~74 - 營業外收入 - O,2026-06-10 17:20:15.196703,2026-06-14 18:00:45.103348
7111 - 利息收入 - O,7111,利息收入,711 - 利息收入 - O,Income,Profit and Loss,,0,0,OO,TWD,711 - 利息收入 - O,2026-06-10 17:20:15.203647,2026-06-14 18:00:45.157333
712 - 投資收益 - O,712,投資收益,71~74 - 營業外收入 - O,Income,Profit and Loss,,1,0,OO,TWD,71~74 - 營業外收入 - O,2026-06-10 17:20:15.213331,2026-06-14 18:00:45.213855
7121 - 權益法認列之投資收益 - O,7121,權益法認列之投資收益,712 - 投資收益 - O,Income,Profit and Loss,,0,0,OO,TWD,712 - 投資收益 - O,2026-06-10 17:20:15.220187,2026-06-14 18:00:45.273049
7123 - 短期投資市價回升利益 - O,7123,短期投資市價回升利益,712 - 投資收益 - O,Income,Profit and Loss,,0,0,OO,TWD,712 - 投資收益 - O,2026-06-10 17:20:15.230467,2026-06-14 18:00:45.336722
7122 - 股利收入 - O,7122,股利收入,712 - 投資收益 - O,Income,Profit and Loss,,0,0,OO,TWD,712 - 投資收益 - O,2026-06-10 17:20:15.237874,2026-06-14 18:00:45.372320
714 - 處分投資收益 - O,714,處分投資收益,71~74 - 營業外收入 - O,Income,Profit and Loss,,1,0,OO,TWD,71~74 - 營業外收入 - O,2026-06-10 17:20:15.245882,2026-06-14 18:00:45.411426
7141 - 處分投資收益 - O,7141,處分投資收益,714 - 處分投資收益 - O,Income,Profit and Loss,,0,0,OO,TWD,714 - 處分投資收益 - O,2026-06-10 17:20:15.253920,2026-06-14 18:00:45.455682
715 - 處分資產溢價收入 - O,715,處分資產溢價收入,71~74 - 營業外收入 - O,Income,Profit and Loss,,1,0,OO,TWD,71~74 - 營業外收入 - O,2026-06-10 17:20:15.269118,2026-06-14 18:00:45.503246
7151 - 處分資產溢價收入 - O,7151,處分資產溢價收入,715 - 處分資產溢價收入 - O,Income,Profit and Loss,,0,0,OO,TWD,715 - 處分資產溢價收入 - O,2026-06-10 17:20:15.277245,2026-06-14 18:00:45.542794
75~78 - 營業外費用 - O,75~78,營業外費用,7 - 營業外收入及費用 - O,Income,Profit and Loss,,1,0,OO,TWD,7 - 營業外收入及費用 - O,2026-06-10 17:20:15.288538,2026-06-14 18:00:45.584001
753 - 兌換損失 - O,753,兌換損失,75~78 - 營業外費用 - O,Income,Profit and Loss,,1,0,OO,TWD,75~78 - 營業外費用 - O,2026-06-10 17:20:15.296583,2026-06-14 18:00:45.624499
7531 - 兌換損失 - O,7531,兌換損失,753 - 兌換損失 - O,Income,Profit and Loss,,0,0,OO,TWD,753 - 兌換損失 - O,2026-06-10 17:20:15.307740,2026-06-14 18:00:45.667299
788 - 其他營業外費用 - O,788,其他營業外費用,75~78 - 營業外費用 - O,Income,Profit and Loss,,1,0,OO,TWD,75~78 - 營業外費用 - O,2026-06-10 17:20:15.317417,2026-06-14 18:00:45.712444
7881 - 停工損失 - O,7881,停工損失,788 - 其他營業外費用 - O,Income,Profit and Loss,,0,0,OO,TWD,788 - 其他營業外費用 - O,2026-06-10 17:20:15.325369,2026-06-14 18:00:45.748285
7888 - 其他營業外費用—其他 - O,7888,其他營業外費用—其他,788 - 其他營業外費用 - O,Income,Profit and Loss,,0,0,OO,TWD,788 - 其他營業外費用 - O,2026-06-10 17:20:15.334834,2026-06-14 18:00:45.789163
7885 - 存貨盤損 - O,7885,存貨盤損,788 - 其他營業外費用 - O,Income,Profit and Loss,,0,0,OO,TWD,788 - 其他營業外費用 - O,2026-06-10 17:20:15.341986,2026-06-14 18:00:45.830740
7886 - 存貨跌價及呆滯損失 - O,7886,存貨跌價及呆滯損失,788 - 其他營業外費用 - O,Income,Profit and Loss,,0,0,OO,TWD,788 - 其他營業外費用 - O,2026-06-10 17:20:15.349015,2026-06-14 18:00:45.872761
7882 - 災害損失 - O,7882,災害損失,788 - 其他營業外費用 - O,Income,Profit and Loss,,0,0,OO,TWD,788 - 其他營業外費用 - O,2026-06-10 17:20:15.355925,2026-06-14 18:00:45.911067
751 - 利息費用 - O,751,利息費用,75~78 - 營業外費用 - O,Income,Profit and Loss,,1,0,OO,TWD,75~78 - 營業外費用 - O,2026-06-10 17:20:15.362754,2026-06-14 18:00:45.947068
7511 - 利息費用 - O,7511,利息費用,751 - 利息費用 - O,Income,Profit and Loss,,0,0,OO,TWD,751 - 利息費用 - O,2026-06-10 17:20:15.369651,2026-06-14 18:00:45.989445
752 - 投資損失 - O,752,投資損失,75~78 - 營業外費用 - O,Income,Profit and Loss,,1,0,OO,TWD,75~78 - 營業外費用 - O,2026-06-10 17:20:15.379097,2026-06-14 18:00:46.030026
